,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8
0,49,3,0,0,2,4,2,0,1,48,7,0,1,0,5,3,0,0
1,0,121,0,0,6,8,2,0,9,0,121,2,1,6,10,1,0,4
2,0,1,4,0,0,0,3,0,0,0,1,8,0,0,0,2,0,0
3,6,2,1,10,1,2,0,0,0,4,1,0,12,0,0,1,0,0
4,0,15,0,1,47,7,4,0,1,0,13,2,0,46,6,3,0,2
5,3,17,1,1,3,76,0,0,2,3,21,1,0,3,73,0,0,1
6,0,17,1,0,9,2,32,0,1,0,20,3,2,8,3,41,0,0
7,0,0,1,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0
8,0,5,0,0,3,1,0,0,1,0,3,1,0,2,5,0,0,1
