,0,1,2,3,4,5,6,7,8,0,1,2,3,4,5,6,7,8
0,61,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0
1,0,144,0,0,1,1,0,0,0,0,145,0,0,0,0,0,0,0
2,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0
3,1,0,0,21,0,0,0,0,0,1,0,0,17,0,0,0,0,0
4,0,1,0,0,74,0,0,0,0,0,0,0,0,72,0,0,0,0
5,0,1,0,0,0,102,0,0,0,0,2,0,0,0,100,0,0,0
6,0,0,0,0,2,0,60,0,0,0,2,0,0,1,0,74,0,0
7,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0
8,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,12
