	val_VAL	train_VAL	val_ATT	train_ATT	val_VAL_1	train_VAL_1	train_VAL_jac	val_VAL_jac
0	84.23645320197045	82.82548476454294	68.29268292682927	70.08310249307479	48.76847290640394	44.3213296398892	0.4279778525439656	0.4466338333825172
1	88.17733990147784	90.30470914127424	84.55284552845528	88.6426592797784	59.60591133004926	60.38781163434903	0.5069252209650182	0.5353037782490547
2	88.66995073891626	89.75069252077563	83.73983739837398	83.65650969529086	56.65024630541872	59.83379501385041	0.5290858857849629	0.5246305489187757
3	89.65517241379311	93.35180055401662	88.82113821138212	94.18282548476455	61.083743842364534	64.26592797783934	0.5780240214762595	0.5492610896162211
4	92.11822660098522	94.73684210526316	87.8048780487805	95.29085872576178	61.083743842364534	70.6371191135734	0.6209603095649022	0.550903125349524
5	92.61083743842364	94.45983379501385	89.83739837398375	96.67590027700831	59.60591133004926	71.46814404432133	0.6251154289351276	0.5238095269414592
6	92.61083743842364	95.01385041551247	89.02439024390245	96.39889196675901	59.11330049261084	66.4819944598338	0.6209603122066593	0.5656814481237252
7	91.6256157635468	95.01385041551247	90.44715447154472	98.33795013850416	61.576354679802954	72.57617728531856	0.6389658550146213	0.5467980319056017
8	96.05911330049261	97.50692520775624	90.2439024390244	98.89196675900277	66.99507389162562	76.73130193905817	0.6874422987412218	0.6075533693059912
9	95.56650246305419	97.78393351800554	90.44715447154472	98.89196675900277	68.47290640394088	79.50138504155125	0.6971375895999475	0.6182266056831247
10	96.05911330049261	98.06094182825485	90.85365853658537	99.16897506925208	66.99507389162562	76.45429362880887	0.6874423040247359	0.6149425318675675
11	95.56650246305419	97.78393351800554	92.07317073170732	97.78393351800554	66.99507389162562	77.00831024930748	0.7045244813956052	0.5763546845008587
12	93.5960591133005	98.06094182825485	91.869918699187	99.16897506925208	65.51724137931035	76.73130193905817	0.6989843151906191	0.5886699566112951
13	91.13300492610837	97.50692520775624	90.2439024390244	100.0	63.05418719211823	73.6842105263158	0.6860572571899752	0.5599343236444032
14	91.13300492610837	98.06094182825485	90.85365853658537	99.7229916897507	63.05418719211823	76.17728531855956	0.6966759108440368	0.5919540280779007
15	89.65517241379311	96.95290858725762	90.44715447154472	99.7229916897507	60.09852216748769	72.85318559556787	0.6611265145510518	0.5418719258801691
16	89.65517241379311	95.01385041551247	92.27642276422765	100.0	57.635467980295566	66.7590027700831	0.6283471987188027	0.5254515638492377
17	83.74384236453201	91.96675900277009	91.0569105691057	100.0	51.23152709359606	61.49584487534626	0.5997229996150221	0.44991790602359866
18	82.26600985221675	91.41274238227147	90.44715447154472	100.0	46.30541871921182	59.556786703601105	0.5914127529493	0.42200329033612033
19	86.69950738916256	93.07479224376732	91.869918699187	99.16897506925208	54.1871921182266	62.32686980609418	0.6112650187061764	0.4917898236824374
20	92.11822660098522	96.95290858725762	92.47967479674797	99.7229916897507	62.5615763546798	73.6842105263158	0.6745152460240922	0.5944170810906171
21	98.0295566502463	99.7229916897507	92.07317073170732	99.44598337950139	76.35467980295566	77.00831024930748	0.7386888414208579	0.6900656845769272
22	92.61083743842364	96.95290858725762	91.0569105691057	99.44598337950139	66.99507389162562	67.31301939058172	0.6218836723602379	0.6444991844628245
23	92.61083743842364	96.67590027700831	90.85365853658537	99.7229916897507	62.5615763546798	65.09695290858726	0.562788572337819	0.5812807940497187
24	92.11822660098522	96.95290858725762	90.65040650406505	100.0	61.576354679802954	72.02216066481995	0.6269621545257991	0.562397379006071
25	85.71428571428571	95.8448753462604	91.26016260162602	100.0	54.679802955665025	65.65096952908587	0.587719307051471	0.4958949136029323
26	89.16256157635468	97.22991689750693	91.26016260162602	99.7229916897507	58.62068965517241	71.74515235457064	0.6306555898565995	0.5755336648724937
27	93.10344827586206	98.06094182825485	91.0569105691057	100.0	65.51724137931035	77.8393351800554	0.6879039774971325	0.6387520588090267
28	95.56650246305419	99.16897506925208	90.2439024390244	100.0	66.00985221674877	80.05540166204986	0.7022160770490229	0.6223316991270469
29	96.05911330049261	98.89196675900277	91.0569105691057	100.0	67.98029556650246	75.62326869806094	0.7211449800105636	0.614942534216519
30	96.05911330049261	99.44598337950139	90.44715447154472	100.0	70.93596059113301	79.50138504155125	0.7474607747677621	0.6412151059493643
31	99.01477832512315	99.44598337950139	91.0569105691057	100.0	74.38423645320196	78.67036011080333	0.7539242932010556	0.6806239752933897
32	98.52216748768473	99.44598337950139	91.0569105691057	100.0	73.89162561576354	83.93351800554017	0.7853185701238151	0.6912972163684262
33	96.55172413793103	99.44598337950139	91.869918699187	99.7229916897507	72.9064039408867	81.7174515235457	0.7677747034300068	0.6674876870780155
34	96.05911330049261	99.16897506925208	91.26016260162602	99.44598337950139	70.93596059113301	80.60941828254848	0.7599261381619524	0.6756978716169085
35	94.58128078817734	99.16897506925208	91.26016260162602	99.7229916897507	67.48768472906404	81.7174515235457	0.7566943763035486	0.6264367855241146
36	97.53694581280789	99.16897506925208	90.2439024390244	100.0	68.47290640394088	84.48753462603878	0.7843952073284793	0.6494252928372087
37	96.55172413793103	99.44598337950139	89.22764227642277	99.7229916897507	70.44334975369458	86.42659279778394	0.7843952073284793	0.6576354726781986
38	98.0295566502463	99.16897506925208	91.46341463414635	99.7229916897507	75.36945812807882	81.16343490304709	0.7686980662253424	0.7118226624474737
39	97.53694581280789	98.89196675900277	91.0569105691057	99.44598337950139	73.39901477832512	77.8393351800554	0.7428439607910833	0.6921182312988883
