	val_VAL	train_VAL	val_ATT	train_ATT	val_VAL_1	train_VAL_1	train_VAL_jac	val_VAL_jac
0	98.0295566502463	95.8448753462604	69.10569105691057	81.4404432132964	72.9064039408867	74.23822714681441	0.5572483929240473	0.5320197044334976
1	99.01477832512315	98.89196675900277	80.28455284552845	96.95290858725762	75.86206896551724	73.6842105263158	0.6671283595119487	0.687192122924504
2	98.52216748768473	99.16897506925208	83.53658536585365	98.61495844875347	76.35467980295566	78.39335180055402	0.7262234621761248	0.7019704480476567
3	99.50738916256158	99.7229916897507	89.63414634146342	100.0	77.83251231527093	77.8393351800554	0.7414589245233509	0.6978653593016375
4	100.0	100.0	89.02439024390245	100.0	76.84729064039409	83.37950138504155	0.7548476507128771	0.7454844084866529
5	98.52216748768473	99.44598337950139	86.78861788617886	100.0	80.29556650246306	80.60941828254848	0.7506925313426517	0.7397372828328551
6	99.01477832512315	98.33795013850416	86.78861788617886	100.0	70.93596059113301	79.22437673130194	0.7280701824832821	0.6527093666527659
7	99.01477832512315	100.0	87.60162601626017	100.0	79.80295566502463	84.7645429362881	0.7816251242259863	0.7454844108356043
8	99.01477832512315	99.7229916897507	87.60162601626017	100.0	79.3103448275862	81.7174515235457	0.7853185701238151	0.7331691352017408
9	96.55172413793103	99.7229916897507	88.6178861788618	100.0	76.35467980295566	83.65650969529086	0.7756232739815752	0.6765188912452735
10	99.50738916256158	99.7229916897507	90.44715447154472	100.0	76.84729064039409	88.6426592797784	0.8074792296602455	0.74876848230221
11	99.50738916256158	100.0	91.46341463414635	100.0	80.29556650246306	80.88642659279779	0.7973222653291232	0.7602627336098056
12	98.0295566502463	99.7229916897507	93.69918699186992	100.0	75.36945812807882	85.31855955678671	0.7903970522893763	0.6921182289499367
13	99.01477832512315	99.7229916897507	94.71544715447155	100.0	77.33990147783251	84.7645429362881	0.8176362045583963	0.7241379380813373
14	99.01477832512315	100.0	94.51219512195122	100.0	77.83251231527093	85.0415512465374	0.7973222653291232	0.7610837508892191
15	99.50738916256158	100.0	94.3089430894309	100.0	78.32512315270937	86.42659279778394	0.8259464538658755	0.7397372804839035
16	99.01477832512315	100.0	95.32520325203252	100.0	78.81773399014779	86.98060941828255	0.8314866200708616	0.708538590980868
17	98.0295566502463	99.16897506925208	95.52845528455285	100.0	78.81773399014779	81.99445983379502	0.7968605812896982	0.7364532090172979
18	99.50738916256158	100.0	95.32520325203252	100.0	82.26600985221675	86.14958448753463	0.8337950191339297	0.7504105168610371
19	98.52216748768473	99.7229916897507	94.71544715447155	100.0	77.33990147783251	88.36565096952909	0.8268698166612113	0.7101806325865496
20	99.01477832512315	99.16897506925208	94.71544715447155	100.0	77.33990147783251	84.48753462603878	0.8310249413149509	0.7200328493353181
21	99.50738916256158	99.7229916897507	94.10569105691057	100.0	78.32512315270937	87.81163434903047	0.8554940051979636	0.7323481155733756
22	99.50738916256158	100.0	94.91869918699187	100.0	80.78817733990148	85.59556786703601	0.833333340378019	0.7660098616125548
23	99.50738916256158	99.7229916897507	94.91869918699187	100.0	81.77339901477832	85.31855955678671	0.8527239168119563	0.760262735958757
24	98.52216748768473	100.0	94.3089430894309	100.0	78.32512315270937	83.37950138504155	0.8047091465577525	0.718390814776491
25	98.52216748768473	100.0	95.32520325203252	100.0	75.86206896551724	88.6426592797784	0.842105268441409	0.7356321917378844
26	99.50738916256158	100.0	96.54471544715447	100.0	78.81773399014779	84.7645429362881	0.843028636520259	0.7471264430454799
