	val_VAL	train_VAL	val_ATT	train_ATT	val_VAL_1	train_VAL_1	train_VAL_jac	val_VAL_jac
0	64.5320197044335	68.42105263157895	29.67479674796748	27.977839335180054	15.270935960591133	19.94459833795014	0.0	0.0
1	64.5320197044335	68.42105263157895	12.601626016260163	26.31578947368421	15.270935960591133	19.94459833795014	0.0	0.0
2	69.95073891625616	72.29916897506925	29.67479674796748	27.977839335180054	16.748768472906406	21.606648199445985	0.0	0.0
3	90.14778325123153	84.7645429362881	33.739837398373986	35.18005540166205	63.05418719211823	51.52354570637119	0.0	0.0
4	88.66995073891626	83.10249307479225	33.333333333333336	34.903047091412745	60.59113300492611	49.58448753462604	0.0	0.0
5	91.13300492610837	83.65650969529086	34.959349593495936	34.903047091412745	64.03940886699507	51.52354570637119	0.10110803324099724	0.1921182266009852
6	89.16256157635468	86.14958448753463	36.17886178861789	36.28808864265928	64.03940886699507	54.84764542936288	0.2520775623268698	0.34646962311467516
7	92.61083743842364	84.7645429362881	39.63414634146341	43.21329639889197	63.54679802955665	51.800554016620495	0.3254847645429363	0.45484400735112834
8	86.20689655172414	82.27146814404432	42.479674796747965	47.36842105263158	58.62068965517241	47.64542936288089	0.37026777558049334	0.4868637117846259
9	84.23645320197045	84.7645429362881	45.32520325203252	56.232686980609415	56.65024630541872	47.9224376731302	0.3905817200932807	0.4770114973848089
10	87.6847290640394	84.21052631578948	55.08130081300813	65.92797783933518	59.60591133004926	47.64542936288089	0.44967683860799945	0.4983579630922214
11	92.11822660098522	84.7645429362881	59.34959349593496	68.97506925207756	62.5615763546798	48.47645429362881	0.44459834851716695	0.551724140279986
12	89.65517241379311	86.70360110803324	66.869918699187	78.11634349030471	61.083743842364534	50.41551246537396	0.4445983471962884	0.5500821057211589
13	87.6847290640394	86.98060941828255	69.51219512195122	81.7174515235457	54.1871921182266	49.307479224376735	0.44367498043831693	0.5032840726410814
14	86.69950738916256	90.30470914127424	71.7479674796748	82.54847645429363	51.724137931034484	53.46260387811634	0.46121884449036826	0.5065681476311144
15	89.65517241379311	91.13573407202216	70.1219512195122	83.65650969529086	52.70935960591133	61.772853185595565	0.48753463924756674	0.5254515591513347
16	92.11822660098522	86.98060941828255	70.9349593495935	84.21052631578948	55.66502463054187	58.448753462603875	0.5383195005295349	0.5476190538829183
17	93.5960591133005	89.47368421052632	74.79674796747967	86.98060941828255	60.59113300492611	54.016620498614955	0.5364727709762277	0.5812807922880051
18	93.10344827586206	91.96675900277009	75.8130081300813	86.14958448753463	65.02463054187191	57.61772853185595	0.5161588238216833	0.5878489358084542
19	94.08866995073892	90.85872576177286	78.65853658536585	86.98060941828255	62.5615763546798	56.50969529085872	0.5180055454497192	0.565681449298201
20	93.5960591133005	91.68975069252078	80.08130081300813	90.02770083102493	67.48768472906404	62.04986149584487	0.5420129358603353	0.5919540269034249
21	94.08866995073892	91.13573407202216	79.0650406504065	90.85872576177286	62.06896551724138	58.448753462603875	0.5466297498370142	0.5993431871160498
